"pmid";"value"
33139662;"Journal Article"
33051395;"Journal Article"
33063035;"Journal Article"
33143926;"Journal Article"
32983541;"Journal Article"
33083516;"Journal Article"
33057007;"Journal Article"
33072783;"Journal Article"
33132049;"Journal Article"
33127739;"Journal Article"
33112023;"Letter"
33091384;"Journal Article"
33069489;"Journal Article"
33073699;"Journal Article"
33172260;"Journal Article"
33112201;"Journal Article"
33105921;"Journal Article"
33092446;"Journal Article"
33094848;"Journal Article"
33139097;"Journal Article"
33088093;"Journal Article"
33071096;"Journal Article"
33164969;"Journal Article"
33150129;"Journal Article"
33148602;"Journal Article"
33152562;"Journal Article"
33162381;"Journal Article"
33053527;"Journal Article"
33085086;"Journal Article"
33099897;"Journal Article"
33147504;"Journal Article"
33174599;"Journal Article"
33073060;"Journal Article"
33088852;"Journal Article"
33085221;"Journal Article"
33086866;"Letter"
33119395;"Journal Article"
33052259;"Journal Article"
33173381;"Journal Article"
33123787;"Letter"
33110564;"Journal Article"
33144057;"Letter"
33060850;"Published Erratum"
33133652;"Journal Article"
33115583;"Journal Article"
33051392;"Journal Article"
33117656;"Journal Article"
33081915;"Editorial"
33051304;"Journal Article"
33141261;"Journal Article"
33108220;"Editorial"
33104736;"Journal Article"
33054930;"Letter"
33155253;"Journal Article"
33136774;"Journal Article"
33095209;"Journal Article"
33138115;"Journal Article"
33060117;"Journal Article"
33082198;"Journal Article"
33112758;"Journal Article"
33162012;"Journal Article"
33100292;"Letter"
33107571;"Journal Article"
33118913;"Journal Article"
33117955;"Journal Article"
33091482;"Journal Article"
33068263;"Journal Article"
33063042;"Case Reports"
33051183;"Editorial"
33165236;"Journal Article"
33072200;"Journal Article"
33158787;"Letter"
33143365;"Journal Article"
33081741;"Journal Article"
33172538;"Letter"
33078060;"English Abstract"
33077981;"Journal Article"
33152514;"Letter"
33085089;"Letter"
33160575;"Letter"
33100497;"English Abstract"
33090260;"Journal Article"
33052181;"Journal Article"
33169014;"Journal Article"
33062247;"Journal Article"
33132570;"Journal Article"
33085731;"Journal Article"
33119625;"Journal Article"
33162774;"Journal Article"
33129511;"Journal Article"
33067584;"Published Erratum"
33072866;"Case Reports"
33156115;"Journal Article"
33059400;"Journal Article"
33098908;"Journal Article"
33175403;"Journal Article"
33106784;"Journal Article"
33139323;"Journal Article"
33163981;"Journal Article"
33092337;"Journal Article"
33062732;"Journal Article"
33100669;"Journal Article"
33078078;"Journal Article"
33100933;"Journal Article"
33097297;"Journal Article"
33091762;"Journal Article"
33091200;"Journal Article"
33052972;"Journal Article"
33114247;"Journal Article"
33127095;"Journal Article"
33050972;"Journal Article"
33162783;"Journal Article"
33108248;"Journal Article"
33169106;"Journal Article"
33084794;"Journal Article"
33112652;"Journal Article"
33100640;"Journal Article"
33139259;"Historical Article"
33077472;"Journal Article"
33171999;"Journal Article"
33096207;"Journal Article"
33113246;"Journal Article"
33072819;"Journal Article"
33134944;"Journal Article"
33170312;"Journal Article"
33120105;"Journal Article"
33165573;"Journal Article"
33167563;"Journal Article"
33090658;"Letter"
33068630;"Journal Article"
33120949;"Journal Article"
33068757;"Journal Article"
33160446;"Journal Article"
33114733;"Journal Article"
33148089;"Journal Article"
33113469;"Journal Article"
33109057;"Journal Article"
33072869;"Journal Article"
33122234;"Case Reports"
33072840;"Journal Article"
33155617;"Journal Article"
33162107;"Journal Article"
33140695;"Journal Article"
33155887;"Journal Article"
33141860;"Journal Article"
33134155;"Journal Article"
33165008;"Journal Article"
33052391;"Journal Article"
33150493;"Journal Article"
33125791;"Journal Article"
33135765;"Journal Article"
33175159;"Journal Article"
33140861;"Journal Article"
33148487;"Journal Article"
33081917;"English Abstract"
33077943;"News"
33055326;"Journal Article"
33160751;"Journal Article"
33054515;"Journal Article"
33148064;"Editorial"
33084001;"Journal Article"
33168180;"Journal Article"
33079392;"Letter"
33158425;"Journal Article"
33114264;"Journal Article"
33134901;"Journal Article"
33066032;"Journal Article"
33069725;"Journal Article"
33132558;"Journal Article"
33063791;"Journal Article"
33138940;"Letter"
33077244;"Case Reports"
33079384;"Journal Article"
33129968;"Editorial"
33069381;"English Abstract"
33062728;"Editorial"
33094522;"Journal Article"
33165281;"Journal Article"
33088437;"Journal Article"
33060041;"Journal Article"
33151893;"Journal Article"
33116397;"Journal Article"
33165486;"Journal Article"
33061691;"Journal Article"
33084496;"Journal Article"
33094594;"Journal Article"
33128792;"Journal Article"
33062951;"Journal Article"
33111813;"Case Reports"
33076584;"Journal Article"
33132665;"Journal Article"
33060841;"Journal Article"
33057633;"Journal Article"
33065131;"Journal Article"
33060054;"Letter"
33052815;"Journal Article"
33096689;"Journal Article"
33164476;"Editorial"
33152987;"Journal Article"
33104520;"Journal Article"
33144147;"Journal Article"
33148018;"Journal Article"
33115546;"Journal Article"
33071957;"Case Reports"
33166392;"Journal Article"
33152008;"Journal Article"
33032310;"Letter"
33130849;"Journal Article"
33088506;"Journal Article"
33163473;"Journal Article"
33168428;"Journal Article"
33137863;"Journal Article"
33145296;"Journal Article"
33120620;"Journal Article"
33086403;"Journal Article"
33165216;"Journal Article"
33096082;"Journal Article"
33171381;"Journal Article"
33122542;"Journal Article"
33130842;"Journal Article"
33075424;"Journal Article"
33153342;"Journal Article"
33064991;"Journal Article"
33115684;"Editorial"
33072527;"Editorial"
33068723;"Journal Article"
33083370;"Journal Article"
33144323;"Journal Article"
33069503;"Letter"
33078080;"Editorial"
33121991;"Journal Article"
33170330;"Journal Article"
33094935;"Journal Article"
33130591;"Journal Article"
33075533;"Journal Article"
33148364;"Journal Article"
33149627;"Journal Article"
33039648;"Journal Article"
33156381;"Letter"
33085854;"Letter"
33154612;"Journal Article"
33085579;"Journal Article"
33159380;"Letter"
33098359;"Journal Article"
33164136;"Letter"
33105094;"Letter"
33143760;"Journal Article"
33104463;"Letter"
33132939;"Systematic Review"
33051236;"Journal Article"
33133301;"Journal Article"
33118666;"Journal Article"
33074107;"Letter"
33132574;"Journal Article"
33157948;"Journal Article"
33175345;"Journal Article"
33091343;"Clinical Conference"
33127280;"Journal Article"
33082053;"Journal Article"
33059294;"Letter"
33083164;"Case Reports"
33153622;"Journal Article"
33071090;"Journal Article"
33106053;"Journal Article"
33066823;"Journal Article"
33174669;"Journal Article"
33103720;"Journal Article"
33139419;"Journal Article"
33156259;"Journal Article"
33078545;"Journal Article"
33111785;"Editorial"
33129040;"Journal Article"
33147072;"Journal Article"
33067091;"Journal Article"
33120941;"Journal Article"
33133603;"Journal Article"
33153216;"Journal Article"
33163739;"Journal Article"
33134788;"Case Reports"
33088088;"Journal Article"
33144828;"News"
33153418;"Editorial"
33166988;"Journal Article"
33105095;"Letter"
33093016;"Journal Article"
33071131;"Letter"
33114416;"Journal Article"
33149061;"Journal Article"
33167322;"Journal Article"
33160564;"Letter"
33084743;"Editorial"
33069277;"Letter"
33174637;"Journal Article"
33077915;"Journal Article"
33144496;"Journal Article"
33089771;"Journal Article"
33170927;"Journal Article"
33083341;"Journal Article"
33066495;"Journal Article"
33062799;"Journal Article"
33078128;"Journal Article"
33152484;"Journal Article"
33066777;"Journal Article"
33102424;"Journal Article"
33053301;"Editorial"
33057348;"Journal Article"
33131420;"Journal Article"
33132063;"Journal Article"
33125078;"Journal Article"
33115606;"Journal Article"
33173248;"Journal Article"
33133702;"Case Reports"
33071044;"Journal Article"
33051394;"Journal Article"
33146295;"Journal Article"
33084232;"Journal Article"
33052821;"Journal Article"
33139081;"Journal Article"
33163466;"Journal Article"
33157910;"Journal Article"
33144749;"Journal Article"
33132155;"Journal Article"
33158180;"Journal Article"
33063930;"Letter"
33134941;"Journal Article"
33128999;"Journal Article"
33054481;"Journal Article"
33057660;"Journal Article"
33082062;"Letter"
33165308;"Journal Article"
33077243;"Journal Article"
33163638;"Journal Article"
33162887;"Journal Article"
33068865;"Journal Article"
33119197;"Journal Article"
33068093;"Journal Article"
33136082;"Letter"
33097102;"Journal Article"
33089622;"Journal Article"
33162312;"Journal Article"
33106742;"Journal Article"
33093063;"Journal Article"
33067300;"Comparative Study"
33050053;"Journal Article"
33090983;"Journal Article"
33100379;"Journal Article"
33100378;"Journal Article"
33159952;"Journal Article"
33095836;"Journal Article"
33051995;"Letter"
33110783;"Journal Article"
33124076;"Journal Article"
33088117;"Journal Article"
33119481;"Case Reports"
33169169;"Journal Article"
33174927;"Journal Article"
33079516;"Journal Article"
33156700;"Editorial"
33111594;"Journal Article"
33073612;"Journal Article"
33080113;"Journal Article"
33129387;"Letter"
33092932;"Letter"
33091382;"Journal Article"
33148835;"Journal Article"
33121625;"Journal Article"
33117965;"Journal Article"
33085884;"Journal Article"
33146250;"Editorial"
33051714;"Journal Article"
33086375;"Journal Article"
33062646;"Journal Article"
33085538;"Journal Article"
33050869;"Journal Article"
33107604;"Journal Article"
33071183;"Journal Article"
33151892;"Journal Article"
33100658;"Journal Article"
33110594;"Journal Article"
33144276;"Letter"
33110561;"Journal Article"
33059981;"Journal Article"
33134851;"Journal Article"
33154165;"Journal Article"
33093033;"Journal Article"
33111375;"Journal Article"
33114742;"Journal Article"
33130212;"Journal Article"
33120680;"Case Reports"
33155542;"Journal Article"
33176174;"Journal Article"
33058691;"Journal Article"
33172767;"Journal Article"
33072500;"Journal Article"
33141933;"Journal Article"
33119657;"Journal Article"
33173491;"Case Reports"
33155634;"Journal Article"
33082620;"Journal Article"
33165755;"Journal Article"
33154939;"Journal Article"
33100254;"Journal Article"
33150668;"Journal Article"
33110556;"Journal Article"
33089044;"Case Reports"
33119402;"Journal Article"
33094255;"Journal Article"
33152185;"English Abstract"
33133761;"Case Reports"
33135382;"Journal Article"
33154656;"Journal Article"
33087916;"Editorial"
33118037;"Journal Article"
33075578;"Journal Article"
33093432;"Journal Article"
33117631;"Journal Article"
33079941;"Journal Article"
33112980;"English Abstract"
33082858;"Journal Article"
33089356;"Journal Article"
33140243;"Letter"
33169244;"Journal Article"
33097434;"Journal Article"
33125819;"Editorial"
33158723;"Letter"
33120555;"Journal Article"
33059986;"Journal Article"
33162213;"Journal Article"
33139470;"Journal Article"
33169564;"Journal Article"
33134843;"Journal Article"
33174997;"Journal Article"
33119580;"Journal Article"
33146750;"Journal Article"
33091905;"Case Reports"
33127166;"Journal Article"
33173231;"Published Erratum"
33083782;"Journal Article"
33125256;"Journal Article"
33124477;"Editorial"
33102153;"Journal Article"
33086648;"Journal Article"
33081905;"Journal Article"
33162676;"Journal Article"
33051174;"Letter"
33054026;"Journal Article"
33053318;"Editorial"
33120541;"Journal Article"
33061288;"Journal Article"
33109946;"Journal Article"
33061715;"Journal Article"
33146034;"Historical Article"
33160363;"Journal Article"
33066762;"Case Reports"
33073507;"Editorial"
33061481;"Journal Article"
33082249;"Letter"
33111601;"Journal Article"
33064253;"Journal Article"
33145663;"Journal Article"
33093279;"Journal Article"
33081457;"Journal Article"
33076405;"Journal Article"
33147639;"English Abstract"
32930087;"Journal Article"
33069008;"Letter"
33123533;"Journal Article"
33129176;"Journal Article"
33117391;"Journal Article"
33162424;"Journal Article"
33115589;"Letter"
33167704;"Editorial"
33053640;"Journal Article"
33073712;"Journal Article"
33098549;"Journal Article"
33168104;"Journal Article"
33089039;"Case Reports"
33094473;"Letter"
33071892;"Journal Article"
33054630;"Journal Article"
33155530;"Letter"
33076695;"Letter"
33097391;"Letter"
33100614;"Journal Article"
33078059;"Journal Article"
33100646;"Editorial"
33169595;"Journal Article"
33086508;"Journal Article"
33152598;"Editorial"
33073946;"Journal Article"
33089347;"Journal Article"
33052822;"Journal Article"
33118527;"Journal Article"
33066059;"Journal Article"
33100604;"Journal Article"
33088081;"Journal Article"
33050404;"Journal Article"
33052871;"Journal Article"
33153076;"Journal Article"
33124066;"Letter"
33164021;"Editorial"
33111923;"Journal Article"
33051771;"Letter"
33087657;"Journal Article"
33106766;"Journal Article"
33081866;"Journal Article"
33054210;"Journal Article"
33070572;"Journal Article"
33099570;"Case Reports"
33082539;"Letter"
33053601;"Journal Article"
33125816;"Journal Article"
33069469;"Journal Article"
33102926;"News"
33147214;"Journal Article"
33174950;"Journal Article"
33156739;"Journal Article"
33051197;"Journal Article"
33076588;"Journal Article"
33095232;"Journal Article"
33117402;"Journal Article"
33097915;"Journal Article"
33128018;"Journal Article"
33175614;"Journal Article"
33123045;"Journal Article"
33085180;"Journal Article"
33150221;"Journal Article"
33121368;"Journal Article"
33135180;"Journal Article"
33143711;"Journal Article"
33147222;"Journal Article"
33108551;"Letter"
33160560;"Letter"
33132569;"Journal Article"
33133915;"Journal Article"
33101136;"Journal Article"
33062505;"Case Reports"
33107116;"Journal Article"
33127044;"Editorial"
33100499;"English Abstract"
33088077;"Editorial"
33081403;"Journal Article"
33129007;"Letter"
33132103;"Journal Article"
33150448;"Journal Article"
33175619;"Journal Article"
33161729;"Journal Article"
33101881;"Journal Article"
33142024;"Letter"
33136293;"Journal Article"
33150930;"Journal Article"
33172223;"Journal Article"
33115908;"Letter"
33147503;"Journal Article"
33072876;"Journal Article"
33077454;"Journal Article"
33110276;"Journal Article"
33074900;"Journal Article"
33164048;"Journal Article"
33091367;"Journal Article"
33101066;"Journal Article"
33098735;"Journal Article"
33153535;"Letter"
33074266;"Journal Article"
33051393;"Journal Article"
33073937;"Journal Article"
33156770;"Journal Article"
33128455;"Letter"
33022386;"Journal Article"
33062964;"Journal Article"
33164962;"Journal Article"
33059533;"Journal Article"
33053579;"Journal Article"
33115911;"Journal Article"
33081581;"Letter"
33107601;"Journal Article"
33171119;"Journal Article"
33071674;"Case Reports"
33138934;"Journal Article"
33127399;"Journal Article"
33089863;"Journal Article"
33154276;"Journal Article"
33161002;"Journal Article"
33097654;"Journal Article"
33117359;"Journal Article"
33108902;"Journal Article"
33115800;"Journal Article"
33115707;"Journal Article"
33061273;"Journal Article"
33083371;"Journal Article"
33063769;"English Abstract"
33073312;"Journal Article"
33062600;"Journal Article"
33169039;"Journal Article"
33165007;"Journal Article"
33165945;"Journal Article"
33132688;"Journal Article"
33162141;"Journal Article"
33139083;"Journal Article"
33141000;"Journal Article"
33139428;"Journal Article"
33100675;"Journal Article"
33054033;"Case Reports"
33057203;"Journal Article"
33170810;"Journal Article"
33053774;"Journal Article"
33078214;"Journal Article"
33107657;"Journal Article"
33167133;"Journal Article"
33033193;"Editorial"
33059983;"Journal Article"
33133754;"Editorial"
33095982;"Journal Article"
33125628;"Journal Article"
33151501;"Published Erratum"
33050900;"Clinical Trial Protocol"
33167668;"Journal Article"
33170249;"Journal Article"
33123152;"Journal Article"
33072461;"Journal Article"
33145773;"Journal Article"
33124941;"Journal Article"
33129386;"Letter"
33091436;"Journal Article"
33124619;"Journal Article"
33131033;"Journal Article"
33166796;"Journal Article"
33052258;"Editorial"
33169671;"Journal Article"
33082127;"Journal Article"
33169851;"Journal Article"
33154097;"Journal Article"
33063556;"Journal Article"
33064955;"Journal Article"
33077000;"Journal Article"
33138694;"Journal Article"
33128426;"Letter"
33116963;"Journal Article"
33127350;"Letter"
33155251;"Journal Article"
33116299;"Journal Article"
33154751;"Journal Article"
33102414;"Journal Article"
33165765;"Journal Article"
33163103;"English Abstract"
33103715;"Journal Article"
33124905;"Journal Article"
33094258;"Journal Article"
33173009;"Journal Article"
33136681;"Journal Article"
33117550;"Journal Article"
33111980;"Journal Article"
33120785;"Journal Article"
33157276;"Letter"
33120247;"Journal Article"
33135085;"Journal Article"
33051751;"Journal Article"
33133765;"Journal Article"
33085509;"Letter"
33110184;"Journal Article"
33075508;"Letter"
33149917;"Case Reports"
33166097;"Journal Article"
33147429;"Journal Article"
33118012;"Journal Article"
33065022;"Journal Article"
33096787;"Journal Article"
33165352;"Journal Article"
33151510;"Journal Article"
33092787;"Journal Article"
33151319;"Journal Article"
33154068;"News"
33129392;"Letter"
33159569;"Journal Article"
33098813;"Journal Article"
33121161;"Journal Article"
33148320;"Journal Article"
33097473;"Journal Article"
33106736;"Journal Article"
33155246;"Journal Article"
33089050;"Case Reports"
33174410;"Journal Article"
33147591;"News"
33077221;"Journal Article"
33165045;"Journal Article"
33163313;"Case Reports"
33054122;"Journal Article"
33138197;"Journal Article"
33106764;"Journal Article"
33106328;"Journal Article"
33055106;"Editorial"
33052256;"Journal Article"
33173450;"Journal Article"
33122936;"Journal Article"
33067861;"Journal Article"
33114651;"Journal Article"
33095838;"Journal Article"
33146380;"Journal Article"
33111032;"Journal Article"
33144714;"Letter"
33111049;"Journal Article"
33104386;"Journal Article"
33138938;"Journal Article"
33144929;"Journal Article"
33144890;"English Abstract"
33108316;"Journal Article"
33136573;"Journal Article"
33167325;"Editorial"
33105612;"Journal Article"
33088101;"Journal Article"
33072830;"Journal Article"
33165563;"Journal Article"
33069385;"English Abstract"
33134740;"Journal Article"
33136581;"Journal Article"
33103155;"Journal Article"
33091230;"Journal Article"
33053508;"Journal Article"
33151748;"Journal Article"
33119183;"Journal Article"
33078035;"Journal Article"
33100432;"Journal Article"
33094132;"Journal Article"
33138947;"Journal Article"
33060339;"News"
33125162;"Journal Article"
33073716;"Journal Article"
33033207;"Journal Article"
33107095;"Journal Article"
33119111;"Journal Article"
33102690;"Journal Article"
33089037;"Journal Article"
33069815;"Journal Article"
33134238;"Journal Article"
33144557;"Journal Article"
33066945;"Journal Article"
33156061;"Journal Article"
33052811;"Journal Article"
33114546;"Journal Article"
33073177;"Journal Article"
33102502;"Case Reports"
33051251;"Case Reports"
33074036;"Journal Article"
33094936;"Journal Article"
33065609;"Journal Article"
33136473;"Journal Article"
33159154;"Journal Article"
33070499;"Journal Article"
33085947;"Journal Article"
33082713;"Journal Article"
33092053;"Journal Article"
33131239;"Journal Article"
33141520;"Journal Article"
33066999;"Editorial"
33116555;"Journal Article"
33138536;"Journal Article"
33069554;"Journal Article"
33097491;"Journal Article"
33138976;"Journal Article"
33052153;"Journal Article"
33161494;"Journal Article"
33108967;"Journal Article"
33175703;"Journal Article"
33143799;"Journal Article"
33083389;"Journal Article"
33103586;"Journal Article"
33082229;"Journal Article"
33146564;"Journal Article"
33075219;"Journal Article"
33064060;"Journal Article"
33131799;"Journal Article"
33101294;"Journal Article"
33123772;"Letter"
33174766;"Editorial"
33073197;"Journal Article"
33062437;"Journal Article"
33151771;"Journal Article"
33120622;"Journal Article"
33074885;"Journal Article"
33070922;"Case Reports"
33091555;"Journal Article"
33158968;"Journal Article"
33068565;"Editorial"
33157341;"Journal Article"
33107926;"News"
33100655;"Journal Article"
33130024;"Journal Article"
33116980;"Journal Article"
33162628;"Journal Article"
33054486;"Journal Article"
33102187;"Journal Article"
33173796;"Journal Article"
33167116;"Journal Article"
33072417;"Journal Article"
33176093;"Journal Article"
33092732;"Journal Article"
33103769;"Letter"
33158374;"Journal Article"
33105071;"Journal Article"
33083063;"Case Reports"
33085901;"Journal Article"
33158786;"Letter"
33054375;"Journal Article"
33160052;"Letter"
33156804;"Journal Article"
33073173;"Journal Article"
33087328;"Journal Article"
33132284;"Journal Article"
33093026;"Journal Article"
33117849;"Journal Article"
33153382;"Journal Article"
33128270;"Journal Article"
33151289;"Journal Article"
33060676;"Journal Article"
33092742;"Letter"
33108129;"Journal Article"
33110763;"Journal Article"
33062742;"Journal Article"
33166018;"Journal Article"
33071682;"Published Erratum"
33070537;"Journal Article"
33083499;"Journal Article"
33121513;"Journal Article"
33072781;"Systematic Review"
33162362;"Journal Article"
33109530;"Journal Article"
33169056;"Journal Article"
33106717;"Journal Article"
33122266;"Editorial"
33085729;"Journal Article"
33139117;"Journal Article"
33111059;"Journal Article"
33134033;"Journal Article"
33081992;"Journal Article"
33107664;"Journal Article"
33141836;"Journal Article"
33163695;"Journal Article"
33170530;"Journal Article"
33106856;"Journal Article"
33083202;"Journal Article"
33141987;"Journal Article"
33139017;"Case Reports"
33128605;"Letter"
33110869;"Case Reports"
33126032;"Journal Article"
33067518;"Journal Article"
33072130;"Journal Article"
33167564;"Journal Article"
33161061;"Journal Article"
33102532;"Journal Article"
33159704;"Case Reports"
33055189;"Journal Article"
33081833;"Journal Article"
33172819;"Journal Article"
33059757;"Journal Article"
33052816;"Journal Article"
33097655;"Journal Article"
33174617;"Journal Article"
33148281;"Journal Article"
33148326;"Journal Article"
33164554;"Journal Article"
33082610;"Journal Article"
33130151;"Journal Article"
33173857;"Case Reports"
33153155;"Journal Article"
33118272;"Letter"
33100500;"English Abstract"
33101244;"Journal Article"
33151912;"Journal Article"
33125253;"Journal Article"
33119605;"Journal Article"
33134942;"Case Reports"
33136555;"Journal Article"
33082937;"Journal Article"
33107154;"Journal Article"
33096485;"Journal Article"
33131117;"Letter"
33087517;"Journal Article"
33117535;"Journal Article"
33100895;"Journal Article"
33162724;"Journal Article"
33169234;"Journal Article"
33151629;"Journal Article"
33165887;"Letter"
33078496;"Journal Article"
33115909;"Journal Article"
33098426;"Journal Article"
33143053;"Journal Article"
33154723;"Systematic Review"
33157290;"Journal Article"
33111433;"Journal Article"
33147164;"Journal Article"
33095369;"Journal Article"
33132576;"Case Reports"
33115933;"Journal Article"
33115682;"Journal Article"
33073694;"Journal Article"
33089729;"Journal Article"
33077165;"Editorial"
33125803;"Letter"
33174963;"Journal Article"
33077873;"Journal Article"
33092672;"Journal Article"
33143597;"Journal Article"
33074366;"Letter"
33168795;"Journal Article"
33062773;"Journal Article"
33110565;"Journal Article"
33112930;"Comparative Study"
33159420;"Journal Article"
33078680;"Letter"
33074060;"Journal Article"
33162583;"Journal Article"
33105209;"Journal Article"
33165421;"Editorial"
33121445;"Journal Article"
33115596;"Case Reports"
33091279;"Editorial"
33133248;"Journal Article"
33157046;"Journal Article"
33097261;"Journal Article"
33122237;"Case Reports"
33127603;"Journal Article"
33065601;"Journal Article"
33089060;"Case Reports"
33087230;"Journal Article"
33078081;"Journal Article"
33093056;"Clinical Trial, Phase II"
33158594;"Journal Article"
33057355;"Journal Article"
33143814;"Journal Article"
33101882;"Journal Article"
33164990;"Journal Article"
33094230;"Journal Article"
33122140;"Journal Article"
33167810;"Journal Article"
33163179;"Journal Article"
33104977;"Letter"
33101137;"Journal Article"
33069986;"Journal Article"
33095474;"Journal Article"
33094252;"Journal Article"
33110535;"Journal Article"
33173618;"Journal Article"
33102879;"Journal Article"
33068577;"Journal Article"
33109414;"Journal Article"
33139913;"News"
33078095;"Journal Article"
33172229;"Journal Article"
33098641;"Case Reports"
33090458;"Journal Article"
33075670;"Journal Article"
33110504;"Editorial"
33161150;"Journal Article"
33079448;"Journal Article"
33145624;"Journal Article"
33154231;"Journal Article"
33130538;"Journal Article"
33089040;"Case Reports"
33080647;"Journal Article"
33082265;"Journal Article"
33138836;"Letter"
33062090;"Journal Article"
33105150;"Journal Article"
33157937;"Journal Article"
33108012;"Letter"
33162677;"Journal Article"
33163627;"Journal Article"
33173840;"Journal Article"
33144741;"Journal Article"
33160432;"Editorial"
33175566;"Letter"
33097184;"Journal Article"
33172237;"Journal Article"
33126993;"Editorial"
33062702;"Journal Article"
33122473;"Journal Article"
33172925;"Letter"
33122364;"News"
33083395;"Journal Article"
33118846;"Journal Article"
33025305;"Journal Article"
33128665;"Journal Article"
33104290;"Letter"
33159391;"Journal Article"
33063899;"Journal Article"
33096261;"Editorial"
33158603;"Letter"
33173235;"Journal Article"
33174917;"Letter"
33137513;"Letter"
33069265;"Journal Article"
33075529;"Letter"
33127134;"Journal Article"
33064792;"Journal Article"
33160015;"Journal Article"
33083692;"Journal Article"
33130891;"Journal Article"
33150114;"Case Reports"
33113232;"Letter"
33154234;"Journal Article"
33061699;"Journal Article"
33123616;"Journal Article"
33162722;"Journal Article"
33118741;"Journal Article"
33076238;"Journal Article"
33163697;"Journal Article"
33054297;"Journal Article"
33173254;"Journal Article"
33132965;"Journal Article"
33127589;"Letter"
33074449;"Journal Article"
33175287;"Journal Article"
33115678;"Journal Article"
33157001;"Letter"
33064695;"Journal Article"
33081834;"Journal Article"
33083174;"Case Reports"
33072703;"Journal Article"
33128324;"Letter"
33132793;"Journal Article"
33109197;"Journal Article"
33170290;"Letter"
33169562;"Journal Article"
33082891;"Journal Article"
33175121;"Journal Article"
33089080;"Journal Article"
33077167;"Case Reports"
33154225;"Journal Article"
33064994;"Letter"
33165339;"Journal Article"
33070902;"Journal Article"
33069994;"Journal Article"
33060304;"Journal Article"
33122753;"Journal Article"
33167413;"Journal Article"
33091700;"Letter"
33173712;"Journal Article"
33133651;"Journal Article"
33088078;"Journal Article"
33165389;"Editorial"
33096208;"Journal Article"
33106843;"Journal Article"
33118533;"Journal Article"
33119560;"Journal Article"
33103716;"Journal Article"
33071296;"Journal Article"
33070173;"Journal Article"
33062897;"Journal Article"
33133127;"Journal Article"
33113270;"Journal Article"
33089051;"Journal Article"
33050603;"Journal Article"
33050019;"Journal Article"
33170799;"Journal Article"
33067335;"Journal Article"
33058493;"Journal Article"
33129037;"Letter"
33064952;"Journal Article"
33143180;"Journal Article"
33119536;"Journal Article"
33145962;"Journal Article"
33063092;"Journal Article"
33122538;"Letter"
33096349;"Journal Article"
33102591;"Journal Article"
33161635;"Letter"
33080000;"Journal Article"
33065046;"Journal Article"
33123320;"Journal Article"
33160803;"Letter"
33068116;"Journal Article"
33102501;"Journal Article"
33148718;"Journal Article"
33095331;"Journal Article"
33087531;"Letter"
33162693;"Journal Article"
33119538;"Journal Article"
33148790;"Journal Article"
33098357;"Journal Article"
33162899;"Journal Article"
33110530;"Journal Article"
33052261;"Journal Article"
33095905;"Letter"
33069462;"Journal Article"
33052309;"Journal Article"
33111030;"Journal Article"
33116056;"Journal Article"
33173571;"Journal Article"
33126869;"Letter"
33106729;"Journal Article"
33151305;"Journal Article"
33157307;"Journal Article"
33055231;"Journal Article"
33083150;"Journal Article"
33106724;"Journal Article"
33104175;"Journal Article"
33067740;"Journal Article"
33120619;"Journal Article"
33101023;"Journal Article"
33169148;"Journal Article"
33128825;"Journal Article"
33125914;"Journal Article"
33088086;"Journal Article"
33111978;"Journal Article"
33170591;"Journal Article"
33103130;"Journal Article"
33053280;"Journal Article"
33090358;"Journal Article"
33150470;"Journal Article"
33072489;"Journal Article"
33104160;"Journal Article"
33115592;"Letter"
33053142;"Journal Article"
33132581;"Journal Article"
33107773;"Letter"
33157938;"Journal Article"
33100459;"Journal Article"
33067271;"Journal Article"
33053040;"Letter"
33090686;"Journal Article"
33080068;"Journal Article"
33160066;"Journal Article"
33152974;"Journal Article"
33076875;"Journal Article"
33101175;"Journal Article"
33077199;"Journal Article"
33110528;"Journal Article"
33123703;"Journal Article"
33131453;"Journal Article"
33089042;"Case Reports"
33127335;"Journal Article"
33068024;"Journal Article"
33051732;"Journal Article"
33122153;"Journal Article"
33160578;"Letter"
33142975;"Journal Article"
33131756;"Letter"
33090353;"Journal Article"
33052619;"Journal Article"
33118361;"Journal Article"
33102626;"Journal Article"
33106788;"Journal Article"
33053788;"Journal Article"
33163970;"Journal Article"
33173257;"Journal Article"
33153621;"Journal Article"
33148977;"Journal Article"
33132770;"Journal Article"
33147445;"Journal Article"
33062854;"Journal Article"
33138935;"Journal Article"
33116436;"Journal Article"
33076758;"Journal Article"
33092736;"Journal Article"
33157497;"Journal Article"
33097885;"Journal Article"
33055146;"Letter"
33116032;"Journal Article"
33062531;"Case Reports"
33103530;"Journal Article"
33101521;"Journal Article"
33104529;"Case Reports"
33163351;"Journal Article"
33126084;"Letter"
33071866;"Journal Article"
33067570;"Journal Article"
33172417;"Published Erratum"
33075378;"Journal Article"
33116679;"Journal Article"
33145015;"Journal Article"
33158999;"Journal Article"
33088433;"Journal Article"
33132478;"Journal Article"
33169724;"Journal Article"
33175694;"Journal Article"
33160980;"Letter"
33061946;"Journal Article"
33052311;"Journal Article"
33152201;"English Abstract"
33097472;"Journal Article"
33100195;"Journal Article"
33097227;"Journal Article"
33172844;"Journal Article"
33052629;"Letter"
33113304;"Editorial"
33120590;"Journal Article"
